Date,ticker,prev_close,Close,return_%,rank
2025-08-14,TOSK.JK,50.0,64.0,28.0,3
2025-08-14,WIRG.JK,126.0,160.0,26.98,4
2025-08-14,IDPR.JK,218.0,272.0,24.77,5
2025-08-14,UANG.JK,340.0,424.0,24.71,6
2025-08-14,JAST.JK,91.0,113.0,24.18,7
2025-08-14,LIFE.JK,8250.0,9900.0,20.0,8
2025-08-14,ASPI.JK,294.0,352.0,19.73,9
2025-08-14,KAQI.JK,67.0,79.0,17.91,10
2025-08-15,KBLV.JK,98.0,132.0,34.69,1
2025-08-15,UANG.JK,424.0,530.0,25.0,2
2025-08-15,MFIN.JK,770.0,960.0,24.68,3
2025-08-15,INPP.JK,790.0,980.0,24.05,4
2025-08-15,DPUM.JK,53.0,65.0,22.64,5
2025-08-15,LIFE.JK,9900.0,11875.0,19.95,6
2025-08-15,ARGO.JK,1460.0,1735.0,18.84,7
2025-08-15,GSMF.JK,75.0,87.0,16.0,8
2025-08-15,WIRG.JK,160.0,181.0,13.13,9
2025-08-15,MTFN.JK,8.0,9.0,12.5,10
2025-08-19,BEER.JK,100.0,135.0,35.0,1
2025-08-19,KBLV.JK,132.0,178.0,34.85,2
2025-08-19,MAYA.JK,193.0,260.0,34.72,3
2025-08-19,CSIS.JK,96.0,129.0,34.38,4
2025-08-19,ASLC.JK,71.0,95.0,33.8,5
2025-08-19,BAIK.JK,97.0,122.0,25.77,6
2025-08-19,MFIN.JK,960.0,1200.0,25.0,7
2025-08-19,MINE.JK,505.0,630.0,24.75,8
2025-08-19,LPPS.JK,69.0,85.0,23.19,9
2025-08-19,SCMA.JK,234.0,284.0,21.37,10
2025-08-20,CENT.JK,100.0,135.0,35.0,1
2025-08-20,ACST.JK,90.0,121.0,34.44,2
2025-08-20,BWPT.JK,130.0,166.0,27.69,3
2025-08-20,MFIN.JK,1200.0,1500.0,25.0,4
2025-08-20,SOSS.JK,540.0,675.0,25.0,5
2025-08-20,DATA.JK,1895.0,2360.0,24.54,6
2025-08-20,UANG.JK,530.0,660.0,24.53,7
2025-08-20,JARR.JK,805.0,1000.0,24.22,8
2025-08-20,SAPX.JK,298.0,370.0,24.16,9
2025-08-20,GZCO.JK,114.0,139.0,21.93,10
