kind,detail
other,SCCO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SCCO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MYOH.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MYOH.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LAPD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LAPD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HBAT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HBAT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBRM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBRM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRIN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRIN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WOWS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WOWS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BEER.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BEER.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GMFI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GMFI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BALI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BALI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BPTR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BPTR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JECC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JECC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRIM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRIM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPGI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPGI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FLMC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FLMC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DNET.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DNET.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPLI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPLI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SPMA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SPMA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPIN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPIN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MERK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MERK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VICO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VICO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OILS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OILS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SDRA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SDRA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GTBO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GTBO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CSAP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CSAP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DAYA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DAYA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RMKO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RMKO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CRSN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CRSN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KBLM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KBLM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INDS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INDS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SEMA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SEMA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IKPM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IKPM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DMND.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DMND.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FAPA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FAPA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPPS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPPS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SAMF.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SAMF.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BELL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BELL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMMT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMMT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KMTR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KMTR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PSGO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PSGO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EMDE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EMDE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JAYA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JAYA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOLA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOLA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RIGS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RIGS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INCI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INCI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UANG.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UANG.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AEGS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AEGS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DVLA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DVLA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EKAD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EKAD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CSIS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CSIS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ALDO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ALDO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EPMT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EPMT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KICI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KICI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INDR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INDR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ESTA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ESTA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ITIC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ITIC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SKLT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SKLT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CBPE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CBPE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WOMF.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WOMF.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MDKI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MDKI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAXI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAXI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HERO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HERO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KUAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KUAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAPB.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAPB.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRJA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRJA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CINT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CINT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MKTR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MKTR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LTLS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LTLS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PURI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PURI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MSJA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MSJA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MOLI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MOLI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DEPO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DEPO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KAQI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KAQI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTSP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTSP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TYRE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TYRE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DPNS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DPNS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMKL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMKL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MRAT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MRAT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMMA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMMA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CASH.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CASH.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMAG.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMAG.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UNIC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UNIC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PSKT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PSKT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BLUE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BLUE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MEGA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MEGA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IDPR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IDPR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MGLV.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MGLV.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BUDI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BUDI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ADMG.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ADMG.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASDM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASDM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UNSP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UNSP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SURE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SURE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INOV.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INOV.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PNSE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PNSE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTPW.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTPW.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PEHA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PEHA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GHON.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GHON.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TOOL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TOOL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PSDN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PSDN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRUS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRUS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UFOE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UFOE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LUCY.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LUCY.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SDPC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SDPC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PORT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PORT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRIS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRIS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GWSA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GWSA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBLD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBLD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PDES.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PDES.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TBMS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TBMS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LFLO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LFLO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HOMI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HOMI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SKBM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SKBM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KINO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KINO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBSI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBSI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INRU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INRU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LION.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LION.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CAKK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CAKK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IPOL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IPOL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SRSN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SRSN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MORA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MORA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRGU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRGU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BSIM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BSIM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CBUT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CBUT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LIFE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LIFE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LINK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LINK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOBA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOBA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMOR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMOR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SWID.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SWID.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GDYR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GDYR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SHID.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SHID.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BPFI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BPFI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PGUN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PGUN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GRIA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GRIA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IDEA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IDEA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PNBS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PNBS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TGKA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TGKA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BMSR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BMSR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INTD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INTD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TCID.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TCID.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FUJI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FUJI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOHO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOHO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ATLA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ATLA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VOKS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VOKS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IKBI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IKBI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,URBN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,URBN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KDSI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KDSI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PPGL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PPGL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMIN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMIN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MTLA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MTLA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PUDP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PUDP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AGAR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AGAR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RUNS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RUNS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BUKK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BUKK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VINS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VINS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PRAY.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PRAY.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MICE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MICE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RDTX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RDTX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AKPI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AKPI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SCNP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SCNP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INPP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INPP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PNGO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PNGO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LRNA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LRNA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PGLI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PGLI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DART.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DART.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IGAR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IGAR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GOLD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GOLD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IFSH.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IFSH.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,STTP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,STTP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GRPH.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GRPH.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOSS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOSS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SLIS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SLIS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KDTN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KDTN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VRNA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VRNA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GSMF.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
