ticker,status,wrote,rows_before,header_stripped,parsed_dt_invalid,cut_weekend,cut_session,rows_after_local,rows_yf,rows_final,range_min,range_max,dup_before,dup_after,removed_all_na_cols,file,error
ARNA.JK,OK,True,83,0,0,0,4,0,456,456,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/ARNA.JK.csv,
APEX.JK,OK,True,816,0,0,0,0,816,942,942,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},,emiten/cache_1m/APEX.JK.csv,
ARTA.JK,OK,True,25,0,0,0,12,0,126,126,2025-08-13 09:00:00+07:00,2025-08-19 15:20:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/ARTA.JK.csv,
AMAR.JK,OK,True,179,0,0,0,25,154,510,510,2025-08-13 09:00:00+07:00,2025-08-19 15:29:00+07:00,{},{},Adj Close,emiten/cache_1m/AMAR.JK.csv,
ASBI.JK,OK,True,124,0,0,0,0,124,124,124,2025-08-13 09:01:00+07:00,2025-08-19 15:27:00+07:00,{},{},,emiten/cache_1m/ASBI.JK.csv,
ASDM.JK,OK,True,21,0,0,0,3,0,196,196,2025-08-13 09:01:00+07:00,2025-08-19 15:27:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/ASDM.JK.csv,
ASGR.JK,OK,True,70,0,0,0,10,0,328,328,2025-08-13 09:01:00+07:00,2025-08-19 15:26:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/ASGR.JK.csv,
ARKO.JK,OK,True,352,0,0,0,0,352,563,563,2025-08-13 09:00:00+07:00,2025-08-19 15:29:00+07:00,{},{},,emiten/cache_1m/ARKO.JK.csv,
ARII.JK,OK,True,199,0,0,0,0,199,199,199,2025-08-13 09:18:00+07:00,2025-08-19 15:05:00+07:00,{},{},,emiten/cache_1m/ARII.JK.csv,
ARTO.JK,OK,True,1118,0,0,0,0,1118,1119,1119,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},,emiten/cache_1m/ARTO.JK.csv,
ARGO.JK,OK,True,496,0,0,0,0,496,496,496,2025-08-13 09:09:00+07:00,2025-08-19 15:30:00+07:00,{},{},,emiten/cache_1m/ARGO.JK.csv,
ASPI.JK,OK,True,40,0,0,0,8,0,824,824,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/ASPI.JK.csv,
ASRI.JK,OK,True,1038,0,0,0,0,1038,1038,1038,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},,emiten/cache_1m/ASRI.JK.csv,
ASJT.JK,OK,True,33,0,0,0,0,33,1042,1042,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},,emiten/cache_1m/ASJT.JK.csv,
ASSA.JK,OK,True,939,0,0,0,0,939,939,939,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},,emiten/cache_1m/ASSA.JK.csv,
ASRM.JK,OK,True,11,0,0,0,3,0,945,945,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/ASRM.JK.csv,
ATLA.JK,OK,True,296,0,0,0,33,263,1100,1100,2025-08-13 09:01:00+07:00,2025-08-19 15:30:00+07:00,{},{},Adj Close,emiten/cache_1m/ATLA.JK.csv,
ATIC.JK,OK,True,163,0,0,0,0,163,1110,1110,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},,emiten/cache_1m/ATIC.JK.csv,
AVIA.JK,OK,True,93,0,0,0,5,0,719,719,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/AVIA.JK.csv,
AUTO.JK,OK,True,957,0,0,0,0,957,1068,1068,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},,emiten/cache_1m/AUTO.JK.csv,
AWAN.JK,OK,True,351,0,0,0,0,351,351,351,2025-08-13 09:06:00+07:00,2025-08-19 15:26:00+07:00,{},{},,emiten/cache_1m/AWAN.JK.csv,
AXIO.JK,OK,True,91,0,0,0,8,0,671,671,2025-08-13 09:00:00+07:00,2025-08-19 15:28:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/AXIO.JK.csv,
AYLS.JK,OK,True,61,0,0,0,3,0,475,475,2025-08-13 09:02:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/AYLS.JK.csv,
AYAM.JK,OK,True,531,0,0,0,0,531,770,770,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},,emiten/cache_1m/AYAM.JK.csv,
ASLI.JK,OK,True,3,0,0,0,3,0,0,0,,,{},{},,emiten/cache_1m/ASLI.JK.csv,
ASLC.JK,OK,True,110,0,0,0,3,0,834,834,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/ASLC.JK.csv,
ASII.JK,OK,True,797,0,0,0,9,0,1142,1142,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},Open,emiten/cache_1m/ASII.JK.csv,
ASPR.JK,OK,True,183,0,0,0,9,0,1142,1142,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/ASPR.JK.csv,
