ticker,max_dt
PKPK.JK,2025-08-20 11:55:00+07:00
PMJS.JK,2025-08-20 11:48:00+07:00
PMMP.JK,2025-08-19 15:50:00+07:00
PMUI.JK,2025-08-20 11:55:00+07:00
PNBN.JK,2025-08-20 11:57:00+07:00
PNGO.JK,2025-08-20 11:57:00+07:00
PNIN.JK,2025-08-20 11:39:00+07:00
PNSE.JK,2025-08-20 11:22:00+07:00
POLI.JK,2025-08-20 09:55:00+07:00
PORT.JK,2025-08-20 11:37:00+07:00
POWR.JK,2025-08-20 11:58:00+07:00
PPGL.JK,2025-08-20 11:57:00+07:00
PRAY.JK,2025-08-20 11:29:00+07:00
PRDA.JK,2025-08-20 11:39:00+07:00
PSAT.JK,2025-08-20 11:57:00+07:00
PSDN.JK,2025-08-20 11:52:00+07:00
PSGO.JK,2025-08-20 11:57:00+07:00
PSKT.JK,2025-08-20 11:55:00+07:00
PSSI.JK,2025-08-20 11:56:00+07:00
PTIS.JK,2025-08-20 11:01:00+07:00
PTPP.JK,2025-08-20 11:56:00+07:00
PTPW.JK,2025-08-19 15:50:00+07:00
PTSP.JK,2025-08-20 11:28:00+07:00
PUDP.JK,2025-08-20 11:58:00+07:00
PURI.JK,2025-08-20 11:56:00+07:00
PYFA.JK,2025-08-19 15:50:00+07:00
RAAM.JK,2025-08-20 11:55:00+07:00
RALS.JK,2025-08-20 11:53:00+07:00
RANC.JK,2025-08-20 11:56:00+07:00
RCCC.JK,2025-08-20 11:54:00+07:00
RDTX.JK,2025-08-20 11:25:00+07:00
RELI.JK,2025-08-20 11:54:00+07:00
RGAS.JK,2025-08-20 11:45:00+07:00
RIGS.JK,2025-08-20 11:56:00+07:00
RISE.JK,2025-08-20 11:36:00+07:00
RMKE.JK,2025-08-20 11:58:00+07:00
RMKO.JK,2025-08-20 11:41:00+07:00
ROCK.JK,2025-08-19 15:50:00+07:00
RSCH.JK,2025-08-20 11:51:00+07:00
RUIS.JK,2025-08-20 11:57:00+07:00
SAME.JK,2025-08-20 11:57:00+07:00
SAMF.JK,2025-08-20 11:37:00+07:00
SAPX.JK,2025-08-20 11:58:00+07:00
SCCO.JK,2025-08-20 11:49:00+07:00
SCNP.JK,2025-08-20 10:43:00+07:00
SDPC.JK,2025-08-20 11:30:00+07:00
SDRA.JK,2025-08-20 11:55:00+07:00
SEMA.JK,2025-08-20 11:51:00+07:00
SFAN.JK,2025-08-20 11:21:00+07:00
SHID.JK,2025-08-20 11:52:00+07:00
SHIP.JK,2025-08-20 11:52:00+07:00
SICO.JK,2025-08-20 11:53:00+07:00
SILO.JK,2025-08-20 11:53:00+07:00
SINI.JK,2025-08-20 11:55:00+07:00
SIPD.JK,2025-08-20 10:55:00+07:00
SKBM.JK,2025-08-20 11:44:00+07:00
SKLT.JK,2025-08-20 11:54:00+07:00
SKRN.JK,2025-08-20 11:48:00+07:00
SMDM.JK,2025-08-20 11:58:00+07:00
SMKL.JK,2025-08-20 11:27:00+07:00
SMKM.JK,2025-08-20 11:54:00+07:00
SMMA.JK,2025-08-20 11:47:00+07:00
SNLK.JK,2025-08-20 11:51:00+07:00
SOCI.JK,2025-08-20 11:42:00+07:00
SOHO.JK,2025-08-20 11:45:00+07:00
SONA.JK,2025-08-20 11:57:00+07:00
SOSS.JK,2025-08-20 11:58:00+07:00
SOTS.JK,2025-08-20 11:46:00+07:00
SOUL.JK,2025-08-20 11:54:00+07:00
SPRE.JK,2025-08-20 11:56:00+07:00
SPTO.JK,2025-08-20 11:56:00+07:00
SRAJ.JK,2025-08-20 11:53:00+07:00
SRSN.JK,2025-08-20 11:56:00+07:00
STRK.JK,2025-08-20 11:58:00+07:00
STTP.JK,2025-08-20 11:12:00+07:00
SULI.JK,2025-08-20 11:56:00+07:00
SUNI.JK,2025-08-20 11:57:00+07:00
SURE.JK,2025-08-20 11:49:00+07:00
TALF.JK,2025-08-20 11:41:00+07:00
TAYS.JK,2025-08-20 11:58:00+07:00
TBIG.JK,2025-08-20 11:54:00+07:00
TBMS.JK,2025-08-20 11:51:00+07:00
TCID.JK,2025-08-20 11:43:00+07:00
TFAS.JK,2025-08-20 11:52:00+07:00
TFCO.JK,2025-08-19 15:50:00+07:00
TGKA.JK,2025-08-19 15:50:00+07:00
TGUK.JK,2025-08-19 15:50:00+07:00
TIFA.JK,2025-08-20 11:32:00+07:00
TIRA.JK,2025-08-20 11:54:00+07:00
TMPO.JK,2025-08-20 11:58:00+07:00
TOOL.JK,2025-08-20 11:57:00+07:00
TOSK.JK,2025-08-20 11:58:00+07:00
TOTL.JK,2025-08-20 11:53:00+07:00
TOTO.JK,2025-08-20 11:43:00+07:00
TPMA.JK,2025-08-20 11:57:00+07:00
TRGU.JK,2025-08-20 11:54:00+07:00
TRIM.JK,2025-08-20 11:53:00+07:00
TRIN.JK,2025-08-20 11:56:00+07:00
TRIS.JK,2025-08-20 11:13:00+07:00
TRJA.JK,2025-08-20 11:54:00+07:00
TRON.JK,2025-08-20 11:58:00+07:00
TRST.JK,2025-08-20 11:44:00+07:00
TRUK.JK,2025-08-20 11:50:00+07:00
TRUS.JK,2025-08-20 11:56:00+07:00
TUGU.JK,2025-08-20 11:58:00+07:00
TYRE.JK,2025-08-20 11:39:00+07:00
UANG.JK,2025-08-20 11:54:00+07:00
UCID.JK,2025-08-20 11:52:00+07:00
UDNG.JK,2025-08-20 11:49:00+07:00
UFOE.JK,2025-08-20 11:57:00+07:00
UNIC.JK,2025-08-19 15:50:00+07:00
UNSP.JK,2025-08-20 11:55:00+07:00
UNTD.JK,2025-08-20 11:51:00+07:00
URBN.JK,2025-08-20 11:45:00+07:00
UVCR.JK,2025-08-20 11:58:00+07:00
VAST.JK,2025-08-20 11:58:00+07:00
VERN.JK,2025-08-20 11:55:00+07:00
VICO.JK,2025-08-20 11:50:00+07:00
VINS.JK,2025-08-20 11:51:00+07:00
VISI.JK,2025-08-20 11:58:00+07:00
VKTR.JK,2025-08-20 11:58:00+07:00
VOKS.JK,2025-08-20 11:13:00+07:00
VRNA.JK,2025-08-20 11:57:00+07:00
VTNY.JK,2025-08-20 11:58:00+07:00
WAPO.JK,2025-08-20 11:54:00+07:00
WEHA.JK,2025-08-20 11:55:00+07:00
WGSH.JK,2025-08-20 11:55:00+07:00
WINE.JK,2025-08-20 11:52:00+07:00
WOMF.JK,2025-08-20 11:39:00+07:00
WOOD.JK,2025-08-20 11:55:00+07:00
WOWS.JK,2025-08-20 11:55:00+07:00
YOII.JK,2025-08-20 11:39:00+07:00
YPAS.JK,2025-08-19 15:50:00+07:00
YULE.JK,2025-08-20 09:08:00+07:00
ZBRA.JK,2025-08-19 15:50:00+07:00
ZONE.JK,2025-08-20 11:22:00+07:00
ZYRX.JK,2025-08-20 11:57:00+07:00
